State,Governor,Party,Speech
Kansas,Laura Kelly,Democrat,Senator Jerry Moran recently noted that rural hospitals are – and I quote – hanging on by a thread – end quote. And he agreed that expanding Medicaid could help them.
Kansas,Laura Kelly,Democrat,"And just last fall, Governor Jeff Colyer’s Task Force to Address Substance Abuse Disorders and the opioid crisis also recommended expansion to ease the unsustainable burden on our hospitals and criminal justice system."
Kansas,Laura Kelly,Democrat,"We’ve seen Republican and Democratic led states across the country find consensus on this issue to benefit their citizens, their communities and their economies."
Kansas,Laura Kelly,Democrat,"For all these reasons and so many more, tomorrow’s budget will pave the way for Medicaid expansion."
Kansas,Laura Kelly,Democrat,"Next week, I will announce a bipartisan working group to finalize a path forward. By Kansas Day, there will be a plan to expand Medicaid put before the Kansas Legislature."
Kansas,Laura Kelly,Democrat,"I can imagine no better way to celebrate our state’s 158th birthday than by embracing a policy that will make every Kansas community healthier, stronger, and more secure. Please join me in this effort."
Kansas,Laura Kelly,Democrat,"And finally, another critical challenge we must address immediately. A moral crisis in Kansas that troubles me every day. And sadly, it is a matter of life and death."
Kansas,Laura Kelly,Democrat,Our foster care system is at a crisis point. It requires immediate and considerable attention.
Kansas,Laura Kelly,Democrat,This is an issue I have been working on since I graduated from high school. I worked with troubled teens and children struggling with mental illness. It has been a lifelong mission to help our most vulnerable – and often forgotten – children.
Kansas,Laura Kelly,Democrat,"In the last few years, nothing has made me more angry than the callous disregard some agency leaders demonstrated towards our vulnerable children and their families. The incompetence and lack of transparency we witnessed in committee hearings 18 months ago … made national news. And it put a spotlight on this reprehensible crisis."
Kansas,Laura Kelly,Democrat,"Last year, when I found out 70 foster children were missing – I was beside myself. Not only that, the secretary at the time didn’t seem bothered by the revelation. But I demanded answers. And together with colleagues and advocates, we demanded change."
Kansas,Laura Kelly,Democrat,"In the last year, the Child Welfare Task Force has done great work studying the problems and working towards accountability. But there was only so much we could do without full cooperation and transparency."
Kansas,Laura Kelly,Democrat,"The number of Kansas children in foster care has skyrocketed – up 45% since 2011. We’ve seen the programs, charged with helping families, overwhelmed by the sheer numbers in need. And the caseloads of dedicated social workers are absurdly high – making it challenging to provide the services needed by our most vulnerable children and their families."
Kansas,Laura Kelly,Democrat,"There is not an easy answer. But we must do what we can to protect our kids. This is an emergency. These are our children in our communities facing abuse, neglect and worse. Let’s remember Evan Brewer… Jayla Haag… Mekhi Boone. And many more who needed our help. These were our children… in our communities. And I refuse to forget them."
Kansas,Laura Kelly,Democrat,We must fix this now.
Kansas,Laura Kelly,Democrat,"My budget provides funding for the Families First Prevention Services Act, a landmark piece of legislation approved by Congress last year. It will inject millions into efforts that strengthen vulnerable families and prevent children from entering the foster care system."
Kansas,Laura Kelly,Democrat,"My budget includes funding to hire more, qualified social workers and reduce their caseloads. We will restore funding cuts to our prized Children’s Initiatives Fund, where we know our investments have the greatest impact on our youngest children."
Kansas,Laura Kelly,Democrat,We will prioritize SCHIP – the State Children’s Health Insurance Program – to accommodate federal changes so that low-income Kansas children don’t lose their access to healthcare.
Kansas,Laura Kelly,Democrat,"Finally, working in partnership with my new Department for Children and Families Secretary, Laura Howard, we will rebuild an agency decimated by ideology and mismanagement. In November of last year, I said that “in order to fix something, you have to know what’s going on. You have to be able to get under the hood, see what is working and what is not.”"
Kansas,Laura Kelly,Democrat,My team is already at work – and we will be transparent about what we find and we will make it right.
Kansas,Laura Kelly,Democrat,I know that each of you is committed to protecting all God’s children. And that begins with our most needy. I ask you to join me with this fight.
Kansas,Laura Kelly,Democrat,"Tonight, I’ve laid out a few of our priorities for Kansas. We must restore funding to Kansas schools and end the cycle of litigation."
Kansas,Laura Kelly,Democrat,"We must expand Medicaid so we can create jobs, keep our tax dollars in Kansas, save our rural communities, and protect our most economically fragile families."
Kansas,Laura Kelly,Democrat,We must fix our broken foster care system and do absolutely everything in our power to ensure that our most vulnerable children are protected from neglect and violence.
Kansas,Laura Kelly,Democrat,"Yet, there are so many things we haven’t discussed. Our crumbling roads and bridges. Public safety. Higher education. Mental health. Meeting the demands of our rapidly changing economy. I could go on and on. And I know many of you are worried I will…"
Kansas,Laura Kelly,Democrat,But this is just the beginning.
Kansas,Laura Kelly,Democrat,"Tomorrow morning, my budget director, and your former colleague, Larry Campbell, will walk you through the details of my first state budget recommendation – delivered three weeks ahead of the statutory deadline."
Kansas,Laura Kelly,Democrat,"And later this week, I will convene my first official cabinet meeting, during which time I will instruct each member to complete a thorough audit of her or his respective agency – so we can increase effectiveness and efficiency. And we can eliminate waste and improve transparency by ending “no-bid” contracts"
Kansas,Laura Kelly,Democrat,But we have one more thing to cover tonight. And it brings us back to where we started.
Kansas,Laura Kelly,Democrat,Those breathtaking years of crisis have left Kansas on the brink of collapse. Kansas lost more revenue in the first year of the Brownback tax plan alone than we lost in the entire Great Recession.
Kansas,Laura Kelly,Democrat,"While the time for finger pointing is over, we’re not off the hook for the long-term consequences of past policy decisions."
Kansas,Laura Kelly,Democrat,I’m proud to honor my promise to balance the budget without raising taxes.
Kansas,Laura Kelly,Democrat,"If we are going to succeed, I need your help to protect both sides of the budget equation until our fiscal health stabilizes. As many of you have already said, we must show restraint. Because ultimately, we do not know what lies ahead."
Kansas,Laura Kelly,Democrat,Kansas has endured two historic national recessions in the last 20 years.
Kansas,Laura Kelly,Democrat,"Another recession will soon be upon us. It’s not a question of “if”. It’s a question of “when” and “how bad.” Unlike the last two record-setting downturns, Kansas finds itself now completely unprepared. We have no margin for error."
Kansas,Laura Kelly,Democrat,"That is why we must be cautious, conservative and fiscally responsible. We must live within our means. Prioritize what matters most. Always look for ways to save. And always make sure our children come first."
Kansas,Laura Kelly,Democrat,And we must work together to write this new chapter – as Kansans.
Kansas,Laura Kelly,Democrat,"Throughout my time in the Senate, I’ve worked with all of you. As governor, that will continue. My door will be open. I will listen."
Kansas,Laura Kelly,Democrat,"But, I was elected to rebuild our state. And I take that responsibility very seriously. Kansans want us to work together to make our state better. To provide more opportunities for our"
Kansas,Laura Kelly,Democrat,"children. To grow our economy. To make it possible for our rural communities to thrive again. And as your governor, I plan to do just that. That means cooperation, compromise, and bipartisanship."
Kansas,Laura Kelly,Democrat,No one person – not even the governor – can act alone to achieve consensus. That’s the whole point… working together.
Kansas,Laura Kelly,Democrat,"And in that spirit, I’ll promise you this: I will do everything in my power to set the right tone. I will listen every day … to leaders from both parties and to the people of this state."
Kansas,Laura Kelly,Democrat,We’ll take the best ideas no matter where they come from – and we’ll work together.
Kansas,Laura Kelly,Democrat,"It won’t be easy. We all know we have a very long, challenging road ahead of us."
Kansas,Laura Kelly,Democrat,"These past eight years have been a hardship, no doubt about it."
Kansas,Laura Kelly,Democrat,But we’re united by a common set of values. That spirit of neighbor-helping-neighbor. Respect for one another. And always doing right by our children.
Kansas,Laura Kelly,Democrat,Those are the values that brought my family here more than three decades ago. And they are the values that will guide me as your governor.
Kansas,Laura Kelly,Democrat,Kansans are no stranger to hardship or hard work. We don’t want things handed to us. We don’t expect life to be easy. That raw grit – our fierce determination – is part of our history. It makes us who we are. And if we work together… if we put partisanship aside and Kansas families first….
Kansas,Laura Kelly,Democrat,"Then we can truly live up to our motto, Ad Astra Per Aspera."
Kentucky,Andy Beshear,Democrat,"Mr. President, Mr. Speaker, Members of the General Assembly, Lt. Governor Coleman and Chris O’Bryan, constitutional officers, our Kentucky Supreme Court, invited guests, Kentucky’s First Lady Britainy Beshear, my children Will and Lila— and, most especially, all of our Kentucky families watching at home."
Kentucky,Andy Beshear,Democrat,Here we are.
Kentucky,Andy Beshear,Democrat,"Convened in this auspicious chamber, together."
Kentucky,Andy Beshear,Democrat,Rural and urban.
Kentucky,Andy Beshear,Democrat,"Legislative, executive, and judicial."
Kentucky,Andy Beshear,Democrat,Democrat and Republican.
Kentucky,Andy Beshear,Democrat,"Northern, central, eastern and western Kentucky."
Kentucky,Andy Beshear,Democrat,"We are all here, together tonight, on Team Kentucky."
Kentucky,Andy Beshear,Democrat,"And because of that, I am proud to report to you tonight that the state of our commonwealth is strong, coming together, and ready to face our challenges."
Kentucky,Andy Beshear,Democrat,"We are all here, together, with an opportunity to fulfill the promise that is Kentucky."
Kentucky,Andy Beshear,Democrat,That’s the promise of a better life for all of our families.
Kentucky,Andy Beshear,Democrat,Let’s examine what that means.
Kentucky,Andy Beshear,Democrat,A better life for our families requires an obligation by all of us to focus on the challenges facing our communities in every part of this commonwealth.
Kentucky,Andy Beshear,Democrat,It means committing ourselves to action — not just talk — on public education so that every child gets a chance.
Kentucky,Andy Beshear,Democrat,It means that access to health care is a pressing need that every family faces.
Kentucky,Andy Beshear,Democrat,"That the opioid epidemic must be addressed with compassion and real-world solutions,"
Kentucky,Andy Beshear,Democrat,"That there are far too many Kentucky moms and dads working two, three, four jobs just to try to scrape together the monthly budget, all while their bills go up but their wages stay the same."
Kentucky,Andy Beshear,Democrat,"It means that every child who has to go to school hungry, or is in foster care or who is trying to learn algebra and history while reeling from domestic violence at home is an urgent, critical priority for each of us in this room today."
Kentucky,Andy Beshear,Democrat,"It means that we must turn the lost, the lonely, and the left behind into the found, the friended, and a meaningful part of Team Kentucky."
Kentucky,Andy Beshear,Democrat,"When I think of the challenges that we Kentuckians face, I am reminded of 1st Peter Chapter 4, verse 10 which tells us “Each of you should use whatever gift you have received to serve others, as faithful stewards of God’s grace in its various forms.”"
Kentucky,Andy Beshear,Democrat,We are each here blessed to be able to serve.
Kentucky,Andy Beshear,Democrat,But that comes with a special responsibility.
Kentucky,Andy Beshear,Democrat,That responsibility has been laid out everywhere from the bible to pop culture.
Kentucky,Andy Beshear,Democrat,"Luke 12:48 it states: ""For unto whomsoever much is given, of him shall be much required,"""
Kentucky,Andy Beshear,Democrat,"Similarly, the wisdom from Uncle Ben that launched a superhero franchise is – “With great power comes great responsibility”"
Kentucky,Andy Beshear,Democrat,"To those in this chamber, much has been given, so much is expected."
Kentucky,Andy Beshear,Democrat,"And the power to govern, to change laws and to change lives, is a great power, which comes with great responsibility."
Kentucky,Andy Beshear,Democrat,"We, in this capital and around Kentucky, are responsible for using the power and privilege of office to do right by Kentuckians, to focus our energy not on partisan squabbles but on working together to figure out how to better the commonwealth we all love so dearly."
Kentucky,Andy Beshear,Democrat,"And let me be clear: every moment we focus on partisanship, every moment we focus on national divisions, we fail to address the reality before us."
Kentucky,Andy Beshear,Democrat,It is a reality where we are the third poorest state by per capita income.
Kentucky,Andy Beshear,Democrat,Where 22% of our children live in poverty.
Kentucky,Andy Beshear,Democrat,Where we are in the top eight of states in terms of hunger.
Kentucky,Andy Beshear,Democrat,Where we have some of the highest child abuse and neglect rates in the country.
Kentucky,Andy Beshear,Democrat,Where we lose more of our brothers and sisters to opioid overdoses than all but a handful of other devastated states.
Kentucky,Andy Beshear,Democrat,Where a recent ranking had us 45th in the country for adults with high school diplomas.
Kentucky,Andy Beshear,Democrat,"Where we are in the top 10 in lung cancer, diabetes and heart disease."
Kentucky,Andy Beshear,Democrat,And where we incarcerate our own people at one of the highest rates in this country and in this world.
Kentucky,Andy Beshear,Democrat,"Now don’t get me wrong, I believe Kentucky has a lot going for it and that the state of our commonwealth is strong."
Kentucky,Andy Beshear,Democrat,"But there are so many needs, so many in crisis, too many families crying out for help."
Kentucky,Andy Beshear,Democrat,There is simply not enough time or enough bandwidth to solve these problems if we play partisan games.
Kentucky,Andy Beshear,Democrat,"Because those games separate and divide us, which leaves us alone."
Kentucky,Andy Beshear,Democrat,And that is not how we do things as Kentucky.
Kentucky,Andy Beshear,Democrat,"Think about the ice storm in 2009. There are dozens of stories about the National Guard going door to door in hard hit areas, expecting to find people alone and in the cold. Instead, they saw neighbors helping neighbors – a fallen tree on someone’s property was met by a half-dozen Kentuckians with chainsaws."
Kentucky,Andy Beshear,Democrat,"And anywhere there was power, there were extension cords leading to the next house."
Kentucky,Andy Beshear,Democrat,"Think about our military and guardsmen and women who are stationed around the world. These brave men and women, many of whom have dangerous assignments, count on each other."
Kentucky,Andy Beshear,Democrat,"Their unit, their ability to work together is the key for not only their success, but coming home, safe, to their families."
Kentucky,Andy Beshear,Democrat,"Let’s take a moment to recognize all of those Kentuckians serving in our armed forces, and protecting this commonwealth and this country"
Kentucky,Andy Beshear,Democrat,"So today, we still need each other to survive, but we also need each other to thrive."
Kentucky,Andy Beshear,Democrat,"Because we can’t do that alone, either."
Kentucky,Andy Beshear,Democrat,"Thurgood Marshall once said, “None of us got where we are solely by pulling ourselves up by our bootstraps. We got here because somebody … bent down and helped us pick up our boots.”"
Kentucky,Andy Beshear,Democrat,"I grew up in a Kentucky where my family, teachers, mentors and friends all bent down and helped me pick up my boots."
Kentucky,Andy Beshear,Democrat,And I have seen firsthand what lifting up the boots of even one generation can do for every generation that comes after.
Kentucky,Andy Beshear,Democrat,"See, I am the proud grandson of a Baptist preacher named Orlando Russell Beshear from western Kentucky."
Kentucky,Andy Beshear,Democrat,He and my grandmother worked hard every day of their lives to make sure my dad and his brother and sisters could become the first generation to attend college in the Beshear family.
Kentucky,Andy Beshear,Democrat,"My grandparents, and the teachers of Dawson Springs public school system, helped pick up those boots."
Kentucky,Andy Beshear,Democrat,My dad Steve Beshear is with us tonight along with my mom Jane Beshear. I am so proud of them and their service to this commonwealth.
Kentucky,Andy Beshear,Democrat,"They show you that the change in just one generation, his generation, changes everything for the generations to come."
Kentucky,Andy Beshear,Democrat,I see it in my kids. That they now have more opportunity because a community picked up that man’s boots in the 1960s.
Kentucky,Andy Beshear,Democrat,That’s the promise of our commonwealth.
Kentucky,Andy Beshear,Democrat,"That by breaking one cycle of poverty, by providing one person a high school or college degree they never dreamed they can achieve, we can forever – and for the better – change the trajectory of our people."
Kentucky,Andy Beshear,Democrat,Today thousands of Kentucky children and adults need us to realize this promise.
Kentucky,Andy Beshear,Democrat,They need us to help pick up their boots.
Kentucky,Andy Beshear,Democrat,"It may be help going to see a doctor through K-CHIP, the children’s health care program, or expanded Medicaid."
Kentucky,Andy Beshear,Democrat,It may be the meals provided in public school or the coat provided by FRYSCKy - our Family Resource and Youth Services Centers.
Kentucky,Andy Beshear,Democrat,It may be stepping in to stop abuse and neglect.
Kentucky,Andy Beshear,Democrat,"Right here and right now, we have a can’t-miss opportunity to make major, widespread progress. So we have to take on the big challenges, not do what is politically safe."
Kentucky,Andy Beshear,Democrat,It’s what our people deserve. It’s what we were elected to do.
Kentucky,Andy Beshear,Democrat,"In our first month in office, my administration took immediate action:"
Kentucky,Andy Beshear,Democrat,"I restored voting rights to more than 140,000 Kentuckians that had committed nonviolent felonies."
Kentucky,Andy Beshear,Democrat,My faith teaches me the value of redemption and these are thousands of our neighbors who served their time and should have the opportunity to become part of our democratic process again.
Kentucky,Andy Beshear,Democrat,"I will never forget that day. Rynn Young had lost his right to vote at 18 – he’d never voted in his life. He’d served his time, become a productive citizen. But he could not take his twin 16-month old girls to the polls to show them the importance of voting."
Kentucky,Andy Beshear,Democrat,"Now, he can. After signing the executive order restoring his and other rights, I handed him the pen. The look on his face was something I will always remember."
Kentucky,Andy Beshear,Democrat,But he and so many others deserve more. It’s time to pass a constitutional amendment that automatically restores voting rights to non-violent offenders that complete their sentences.
Kentucky,Andy Beshear,Democrat,"Days after restoring voting rights, I rescinded the Medicaid waiver that would have kicked more than a hundred thousand Kentuckians off of their health care."
Kentucky,Andy Beshear,Democrat,Access to health care is a basic human right and it will be protected during my administration. We can’t expect to create the work force of the future if our people aren’t healthy.
Kentucky,Andy Beshear,Democrat,My administration further stopped $8 billion in managed care contracts that were rushed through just days before I took office.
Kentucky,Andy Beshear,Democrat,"The government contract review committee, made up of legislators in this room, unanimously recommended the contract be terminated, because these contracts should be subject to a process that the people of Kentucky have confidence in."
Kentucky,Andy Beshear,Democrat,"Last week, in what may have seen like a small step to some, the Lt Governor and I announced that we would waive the GED testing fee for anyone who couldn’t afford it."
Kentucky,Andy Beshear,Democrat,"Already, we are seeing major response from those that realize a high school degree or GED can change their life and the next generations of their family."
Kentucky,Andy Beshear,Democrat,And I have been intentional about building an inclusive cabinet that reflects the people of Kentucky and who will represent their interests.
Kentucky,Andy Beshear,Democrat,Diversity isn’t a buzz word or a metric. It’s a value. It makes us a better government and makes our state more attractive to investment.
Kentucky,Andy Beshear,Democrat,We’re making so much progress already and I will bring this same energy and dedication each and every day of my term.
Kentucky,Andy Beshear,Democrat,Because we have so much more to do.
Kentucky,Andy Beshear,Democrat,What I am focused on is the WHERE we are going. It’s a simple acronym that encompasses our Team Kentucky agenda.
Kentucky,Andy Beshear,Democrat,W is for Wages. For far too many families the bills are going up while incomes are stagnant.
Kentucky,Andy Beshear,Democrat,H is for Health care. We can’t sit back while prescription drug prices soar and access to health care remains under attack.
Kentucky,Andy Beshear,Democrat,E is for Education. Public education has the power to transform lives. It will be prioritized under my administration.
Kentucky,Andy Beshear,Democrat,"R is for Retirement. A pension is a promise and should be treated as such. We owe so much to our educators, social workers, first responders and public servants."
Kentucky,Andy Beshear,Democrat,The last E is for Example. I am committed to changing the tone in Frankfort because we have so much more in common than what divides us.
Kentucky,Andy Beshear,Democrat,This is our obligation. To make sure that every action we take in this capitol building helps our people.
Kentucky,Andy Beshear,Democrat,"It means our economic approach must be grounded in creating good-paying, family-supporting jobs across our commonwealth, and not just increasing corporate profits."
Kentucky,Andy Beshear,Democrat,"And that those good jobs must pay a woman the same as they would a man. In 2020, it’s time equal work results in equal pay."
Kentucky,Andy Beshear,Democrat,"We have so much to offer in Kentucky: unparalleled natural beauty, a workforce of educators and health care providers who go to work every day to do right by their neighbors, farmers who wake up early and work late grow our food, miners who continue to work underground to provide for their families, business owners who run the diners and shops that make up the main streets of our communities, and dads and moms who work second and third shifts at our factories to make ends meet."
Kentucky,Andy Beshear,Democrat,These are the people that I think about every day. These are the people that should be at the forefront of the decisions we make in this building.
Kentucky,Andy Beshear,Democrat,"That is why it is my mission, and it should be our mission, to work to transform our economy to become an international leader in the industries of the future, starting with agriculture technology."
Kentucky,Andy Beshear,Democrat,"I want to take a moment to give credit where credit is due, the last administration landed an amazing agri-tech project in AppHarvest, and its founder Jonathan Webb."
Kentucky,Andy Beshear,Democrat,"Jonathan, who is here today, is building what will be the largest greenhouse in North America. He’s going to employ nearly 300 Kentuckians, and he’s doing it in eastern Kentucky."
Kentucky,Andy Beshear,Democrat,But this should just be the start. We have already begun exciting talks on how to build our agri-tech infrastructure with everyone ranging from our Council on Postsecondary Education President Aaron Thompson to an official delegation from the Netherlands.
Kentucky,Andy Beshear,Democrat,"To attract the jobs of the future, we must invest in three areas: infrastructure, workforce training, and most importantly, education."
Kentucky,Andy Beshear,Democrat,"On infrastructure, we must focus on completing important projects for families across our commonwealth. It means I’m committed to speeding up the Mountain Parkway project in Eastern Kentucky and building the I-69 bridge to open up western Kentucky."
Kentucky,Andy Beshear,Democrat,It also means ensuring that every area of Kentucky has clean drinking water.
Kentucky,Andy Beshear,Democrat,Because our families deserve it and new business demands it.
Kentucky,Andy Beshear,Democrat,And it means coming together to chart our future to ensure every area of the state has high-speed internet.
Kentucky,Andy Beshear,Democrat,"We can do this, as Team Kentucky, because every part of our commonwealth matters and every part has an important role to play in making our economy thrive."
Kentucky,Andy Beshear,Democrat,I believe in a bigger brighter future.
Kentucky,Andy Beshear,Democrat,That requires that our Kentucky families don’t have to worry about losing health care coverage because of a preexisting condition. I hear members of both parties say those very words.
Kentucky,Andy Beshear,Democrat,"So this session, let’s pass a state law ensuring no one can lose coverage in this state, ever again, based on a preexisting condition."
Kentucky,Andy Beshear,Democrat,But that is not enough.
Kentucky,Andy Beshear,Democrat,"There are far too many Kentuckians who are right now rationing insulin, or deciding between a prescription drug expense or healthy food, rent or school supplies."
Kentucky,Andy Beshear,Democrat,"In fact, a member of this chamber has talked about having to ration insulin himself"
Kentucky,Andy Beshear,Democrat,Most bottles of insulin cost just $7 to produce and yet big pharma is charging our people upwards of $300 a vial. It is wrong. It is cruel.
Kentucky,Andy Beshear,Democrat,We must fight back.
Kentucky,Andy Beshear,Democrat,There are a number of bills in the legislature right now to curb the costs of insulin.
Kentucky,Andy Beshear,Democrat,"Representative Danny Bentley, a Republican, and Representative Patti Minter, a Democrat, are sponsoring one such bill. Let’s pass it. The approximately 530,000 diabetics, according to the American Diabetes Association, in this state are counting on it."
Kentucky,Andy Beshear,Democrat,"While we are at it, while we are finding common ground on health care, we should also end surprise medical bills."
Kentucky,Andy Beshear,Democrat,"Having a loved one in the hospital, going through a procedure, needing emergency services is already hard."
Kentucky,Andy Beshear,Democrat,"Getting an unexpected $10,000 bill is devastating."
Kentucky,Andy Beshear,Democrat,I know nearly everyone here and everyone at home has received one of these bills.
Kentucky,Andy Beshear,Democrat,"My story, was receiving a five-figure bill for a procedure and testing my family was told was in network and would be covered."
Kentucky,Andy Beshear,Democrat,I know the feeling and the fear that comes with opening those bills.
Kentucky,Andy Beshear,Democrat,So let’s come together and pass a law ending surprise billing in Kentucky.
Kentucky,Andy Beshear,Democrat,And then there is our drug epidemic. It’s the challenge of our times.
Kentucky,Andy Beshear,Democrat,It continues to tear our families and communities apart.
Kentucky,Andy Beshear,Democrat,It takes the lives of people we love and care about.
Kentucky,Andy Beshear,Democrat,Which is why I appreciate that Attorney General Daniel Cameron is going to continue our lawsuits against opioid manufacturers and distributors.
Kentucky,Andy Beshear,Democrat,Let’s not sugarcoat it. Opioid manufacturers and distributors fueled this crisis.
Kentucky,Andy Beshear,Democrat,"They have the blood of our loved ones on their hands, and they must be held responsible and made part of the solution."
Kentucky,Andy Beshear,Democrat,We must defeat them.
Kentucky,Andy Beshear,Democrat,"And when we do, we cannot squander what will be a once in a lifetime chance to move beyond this crisis."
Kentucky,Andy Beshear,Democrat,Let’s make a pledge and turn it into law. That every dollar we get from these companies that have wreaked such havoc on our commonwealth should go towards ending the opioid epidemic.
Kentucky,Andy Beshear,Democrat,Those steps would be a good start to addressing the health of our people.
Kentucky,Andy Beshear,Democrat,"But if we are to fulfill the promise that is Kentucky, the key is education."
Kentucky,Andy Beshear,Democrat,"It’s no secret that the states that have the highest per capita income, where families make the highest wages, are the most educated states in our country."
Kentucky,Andy Beshear,Democrat,And the key to breaking cycles of poverty – that’s education too.
Kentucky,Andy Beshear,Democrat,Waiving the GED test fee is a good start.
Kentucky,Andy Beshear,Democrat,"But the future, the key to breaking cycles of poverty, of creating a better educated population and of attracting great jobs, or creating better wages and climbing out of the 40s in too many rankings – the key and the solution is in our public schools."
Kentucky,Andy Beshear,Democrat,"It’s time to come together, all of us, in support of public education."
Kentucky,Andy Beshear,Democrat,"This is a new opportunity, a new start with a new governor, where we can all pledge to lift up our communities by supporting and investing in our public schools."
Kentucky,Andy Beshear,Democrat,"We can wipe the slate clean, and we can move forward in support of public education together."
Kentucky,Andy Beshear,Democrat,Investing in our public schools means investing in our teachers.
Kentucky,Andy Beshear,Democrat,"These teachers deserve a raise. They are on the front lines of every problem we face as a commonwealth, from family-member addiction, to hunger, to the need for better jobs."
Kentucky,Andy Beshear,Democrat,And right now we face a teacher shortage that threatens the education of our children.
Kentucky,Andy Beshear,Democrat,This body has spoken to the need of more engineers and more nurses in this state.
Kentucky,Andy Beshear,Democrat,But how can that happen if we lack full-time science and math teachers.
Kentucky,Andy Beshear,Democrat,"We’ve figured out how to give tax incentives to corporations—so I know we can figure out how to pay a living wage to the men and women who get up at the crack of dawn every morning to go open their classrooms, stay up late grading papers, and give everything they can so our Kentucky children have every opportunity."
Kentucky,Andy Beshear,Democrat,"My commitment started with asking Jacqueline Coleman, our lieutenant governor, to serve as our new secretary of the Education and Workforce Development Cabinet."
Kentucky,Andy Beshear,Democrat,"She has graded those papers, stood in that classroom and experienced our teacher shortage firsthand"
Kentucky,Andy Beshear,Democrat,She is going to do a wonderful job
Kentucky,Andy Beshear,Democrat,"My commitment will continue with including an across the board $2,000 raise to our Kentucky teachers in my budget. We can and we must afford it."
Kentucky,Andy Beshear,Democrat,"Our commitment must continue with keeping our promise and fully funding our pension obligations in that budget, keeping our promise to not just our teachers, but to all public servants."
Kentucky,Andy Beshear,Democrat,A commitment to breaking cycles of poverty must also include higher education.
Kentucky,Andy Beshear,Democrat,"In this state, we need more of every option. More graduates with a four-year college degree and more workers with technical degrees and certifications for skilled trades."
Kentucky,Andy Beshear,Democrat,"To do that, we must end our historic cuts to our universities and community colleges."
Kentucky,Andy Beshear,Democrat,"So stay tuned, because the education first budget that I am constructing will be designed to provide us the opportunity to truly change lives moving forward. And it will embrace higher education."
Kentucky,Andy Beshear,Democrat,"A commitment to the future also requires that we create new revenue to meet the growing needs of our state. Right now we are watching more than $500 million dollars in gaming revenue go across the border to states like Indiana, Ohio and Illinois. It’s time to stop that flow. To use that money for our needs."
Kentucky,Andy Beshear,Democrat,"Representative Adam Koenig has filed a sports betting bill. I fully support it, and we should pass it."
Kentucky,Andy Beshear,Democrat,"But that shouldn’t be the end of the conversation. Because now, all of our neighboring states – most all of them Republican led – have embraced expanded gaming, while we are being left behind."
Kentucky,Andy Beshear,Democrat,"Finally, in this session, we must not just discuss, but we must pass meaningful criminal justice reform."
Kentucky,Andy Beshear,Democrat,"In Kentucky, we have one of the highest incarceration rates in the country and in the world."
Kentucky,Andy Beshear,Democrat,"Our people aren’t more violent, we don’t have more criminals."
Kentucky,Andy Beshear,Democrat,We just put more people in our prisons and jails.
Kentucky,Andy Beshear,Democrat,"And in the upcoming budget, you are seeing that not only hurts our future, but our present. Because the costs of our system skyrocketing while our facilities are crumbling, and taking necessary funds from critical needs like education and health care."
Kentucky,Andy Beshear,Democrat,Successful criminal justice reform must do several things.
Kentucky,Andy Beshear,Democrat,It must reduce our incarcerated population.
Kentucky,Andy Beshear,Democrat,It must decrease recidivism and the revocation of probation and parole.
Kentucky,Andy Beshear,Democrat,It must address the racial bias and racism in our justice system.
Kentucky,Andy Beshear,Democrat,It must provide meaningful addiction treatment and recovery services.
Kentucky,Andy Beshear,Democrat,"It must consolidate, and not expand our state prison institutions."
Kentucky,Andy Beshear,Democrat,Other states have done this – and they’ve done it while reducing their crime rates.
Kentucky,Andy Beshear,Democrat,We can do this too. And we should do it together.
Kentucky,Andy Beshear,Democrat,"We have the power and the responsibility to break the cycle of poverty, addiction and neglect. This should drive our decisions on economic development, on funding for public schools and social services and on health care."
Kentucky,Andy Beshear,Democrat,In just two weeks we will be here again to do the people’s business with a budget address. It will unveil a budget that this administration has put countless hour into.
Kentucky,Andy Beshear,Democrat,One where I believe we have transformed a budget of pain into one of progress.
Kentucky,Andy Beshear,Democrat,One that will help us break cycles of poverty.
Kentucky,Andy Beshear,Democrat,One that will invest in both the safety and education of our children.
Kentucky,Andy Beshear,Democrat,"With that type of budget, I know that together we can do big things."
Kentucky,Andy Beshear,Democrat,Let’s make sure that politics and partisan rancor don’t get in the way.
Kentucky,Andy Beshear,Democrat,"I believe as Helen Keller said, “Alone we can do so little; together we can do so much.” We are each here as a deliberative body that has an enormous potential to make a positive difference for all of the Kentuckians who sent us here. We work for them."
Kentucky,Andy Beshear,Democrat,"Let’s show that despite all the cynicism, we can actually get things done for our people. Just think what a message that will send for the state of our politics."
Kentucky,Andy Beshear,Democrat,"No matter what circumstances we are born into, we all rely on other people."
Kentucky,Andy Beshear,Democrat,"In my inaugural address, I talked about how our founders created not just a state, but a commonwealth."
Kentucky,Andy Beshear,Democrat,A commonwealth for the common good of all Kentuckians.
Kentucky,Andy Beshear,Democrat,"That in the very creation of Kentucky, they recognized — no, they demanded — that we come together to serve its people."
Kentucky,Andy Beshear,Democrat,"So, can we do it?"
Kentucky,Andy Beshear,Democrat,Can we come together to fulfill the promise of a better life?
Kentucky,Andy Beshear,Democrat,It won’t be easy.
Kentucky,Andy Beshear,Democrat,We live in the most divisive times of most of our lives.
Kentucky,Andy Beshear,Democrat,"Every day, forces try to divide us."
Kentucky,Andy Beshear,Democrat,"By saying that if someone is different than you, then they must be feared."
